Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200929yuanch_Connie_TCPA_60minDIA_b2-14.mzML
P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	5.36578e+06
P09917	LOX5_HUMAN	ALOX5	Polyunsaturated fatty acid 5-lipoxygenase	1.27823e+07
P09923	PPBI_HUMAN	ALPI	Intestinal-type alkaline phosphatase	3.48067e+07
P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	6.14105e+07
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	1.01016e+08
P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	3.15275e+07
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	6.08136e+07
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	2.35703e+08
P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z	2.01633e+08
P0CG47;P0CG48;P62979;P62987	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	2.02017e+09
P0DMM9;P0DMN0	ST1A3_HUMAN;ST1A4_HUMAN	SULT1A3;SULT1A4	Sulfotransferase 1A3	3.64987e+07
P0DMV8;P0DMV9	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	3.78125e+08
P0DOX2	IGA2_HUMAN		Immunoglobulin alpha-2 heavy chain	3.65626e+08
P0DOX3	IGD_HUMAN		Immunoglobulin delta heavy chain	1.1281e+07
P0DOX7	IGK_HUMAN		Immunoglobulin kappa light chain	1.01623e+09
P0DOY2	IGLC2_HUMAN	IGLC2	Immunoglobulin lambda constant 2	2.25561e+09
P0DP23;P0DP24;P0DP25	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	8.31932e+08
P10153	RNAS2_HUMAN	RNASE2	Non-secretory ribonuclease	2.70507e+07
P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	3.63349e+07
P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	1.18911e+08
P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	5.78094e+07
P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	6.6608e+07
P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	2.70695e+07
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	4.868e+07
P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	1.97243e+07
P10599	THIO_HUMAN	TXN	Thioredoxin	1.58809e+08
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	1.53324e+08
P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	1.788e+07
P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	1.13346e+07
P10643	CO7_HUMAN	C7	Complement component C7	5.31222e+07
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	5.37536e+07
P10645	CMGA_HUMAN	CHGA	Chromogranin-A	3.7601e+07
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1.50693e+08
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3.07106e+08
P10909	CLUS_HUMAN	CLU	Clusterin	1.71661e+08
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	1.14099e+09
P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	1.93907e+08
P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	3.90783e+07
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	7.67716e+08
P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	2.61659e+07
P11171	EPB41_HUMAN	EPB41	Protein 4.1	3.06031e+07
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	1.64649e+07
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.42754e+08
P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	1.40186e+07
P11215	ITAM_HUMAN	ITGAM	Integrin alpha-M	7.5729e+06
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	9.87172e+07
P11217	PYGM_HUMAN	PYGM	Glycogen phosphorylase, muscle form	5.78685e+07
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	2.65373e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	6.48111e+07
P11277	SPTB1_HUMAN	SPTB	Spectrin beta chain, erythrocytic	1.66715e+07
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	1.19791e+08
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	5.4201e+07
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	2.33635e+07
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	4.20061e+07
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	9.76302e+06
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	1.06217e+07
P11532	DMD_HUMAN	DMD	Dystrophin	2.51344e+07
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	8.17436e+08
P11678	PERE_HUMAN	EPX	Eosinophil peroxidase	4.93366e+07
P11712;P33261	CP2C9_HUMAN;CP2CJ_HUMAN	CYP2C19;CYP2C9	Cytochrome P450 2C9	1.2753e+06
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	6.58137e+06
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	9.4835e+07
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	4.8814e+07
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	9.1451e+07
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	3.59623e+07
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	4.68656e+07
P12104	FABPI_HUMAN	FABP2	Fatty acid-binding protein, intestinal	1.87931e+07
P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	1.82009e+09
P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain	1.68883e+09
P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain	1.89162e+09
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	8.83038e+07
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	1.08401e+08
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	4.01364e+07
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	1.37812e+07
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	6.5725e+08
P12314;Q92637	FCGR1_HUMAN;FCGRB_HUMAN	FCGR1A;FCGR1BP	High affinity immunoglobulin gamma Fc receptor I	1.49603e+06
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	1.01411e+08
P12532	KCRU_HUMAN	CKMT1A	Creatine kinase U-type, mitochondrial	9.61794e+07
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	2.51738e+07
P12724	ECP_HUMAN	RNASE3	Eosinophil cationic protein	2.43216e+07
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	6.23029e+08
P12821	ACE_HUMAN	ACE	Angiotensin-converting enzyme	1.83119e+07
P12830	CADH1_HUMAN	CDH1	Cadherin-1	6.45363e+07
P12872	MOTI_HUMAN	MLN	Promotilin	2.52001e+07
P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src	2.31219e+07
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	6.76746e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	1.19819e+08
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	1.34622e+08
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	1.47294e+08
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	2.25981e+08
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	7.12205e+07
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	1.89832e+08
P13498	CY24A_HUMAN	CYBA	Cytochrome b-245 light chain	1.12669e+07
P13521	SCG2_HUMAN	SCG2	Secretogranin-2	1.75831e+07
P13569	CFTR_HUMAN	CFTR	Cystic fibrosis transmembrane conductance regulator	2.90568e+06
P13591	NCAM1_HUMAN	NCAM1	Neural cell adhesion molecule 1	6.55255e+07
P13611	CSPG2_HUMAN	VCAN	Versican core protein	2.44583e+08
P13639	EF2_HUMAN	EEF2	Elongation factor 2	3.27956e+08
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	2.53794e+08
P13646	K1C13_HUMAN	KRT13	Keratin, type I cytoskeletal 13	6.74161e+08
P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	5.62324e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	1.89776e+08
P13671	CO6_HUMAN	C6	Complement component C6	8.13792e+06
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	2.21786e+07
P13688	CEAM1_HUMAN	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	8.59555e+07
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	7.24726e+07
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	3.18608e+07
P13727	PRG2_HUMAN	PRG2	Bone marrow proteoglycan	1.49536e+07
P13747	HLAE_HUMAN	HLA-E	HLA class I histocompatibility antigen, alpha chain E	2.42e+07
P13762	DRB4_HUMAN	HLA-DRB4	HLA class II histocompatibility antigen, DR beta 4 chain	1.70508e+07
P13796	PLSL_HUMAN	LCP1	Plastin-2	1.69406e+08
P13797	PLST_HUMAN	PLS3	Plastin-3	8.55948e+07
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	4.41728e+07
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	8.39376e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	9.99859e+06
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	7.68529e+07
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	1.49898e+07
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	2.42836e+07
P14091	CATE_HUMAN	CTSE	Cathepsin E	3.11586e+07
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	1.75247e+08
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	1.69911e+08
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	1.73775e+08
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	9.88831e+07
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	950316
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	4.40334e+07
P14410	SUIS_HUMAN	SI	Sucrase-isomaltase, intestinal	8.54666e+07
P14543	NID1_HUMAN	NID1	Nidogen-1	1.47815e+08
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	1.38555e+08
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	9.86693e+08
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	1.18927e+07
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	5.83034e+08
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	9.06224e+06
P14678;P63162	RSMB_HUMAN;RSMN_HUMAN	SNRPB;SNRPN	Small nuclear ribonucleoprotein-associated proteins B and B'	7.90694e+07
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	1.20976e+07
P14780	MMP9_HUMAN	MMP9	Matrix metalloproteinase-9	4.31043e+06
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	1.20458e+08
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	5.68642e+07
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	3.82887e+07
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	2.1921e+07
P15085	CBPA1_HUMAN	CPA1	Carboxypeptidase A1	1.73063e+09
P15086	CBPB1_HUMAN	CPB1	Carboxypeptidase B	1.44309e+09
P15088	CBPA3_HUMAN	CPA3	Mast cell carboxypeptidase A	6.80844e+07
P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte	2.34038e+08
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	1.14765e+07
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	7.97369e+07
P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	5.79011e+07
P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	1.32495e+08
P15169	CBPN_HUMAN	CPN1	Carboxypeptidase N catalytic chain	1.25434e+07
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	3.13205e+07
P15248	IL9_HUMAN	IL9	Interleukin-9	1.31523e+07
P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	1.52717e+07
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	1.02106e+07
P15311	EZRI_HUMAN	EZR	Ezrin	1.42093e+08
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	2.35568e+07
P15428	PGDH_HUMAN	HPGD	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	1.4292e+07
P15498	VAV_HUMAN	VAV1	Proto-oncogene vav	2.74719e+06
P15502	ELN_HUMAN	ELN	Elastin	3.31834e+07
P15529	MCP_HUMAN	CD46	Membrane cofactor protein	1.41261e+07
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	4.15576e+08
P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	9.70291e+06
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	1.61116e+07
P15814	IGLL1_HUMAN	IGLL1	Immunoglobulin lambda-like polypeptide 1	2.83159e+07
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	4.48415e+06
P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	2.3027e+08
P15924	DESP_HUMAN	DSP	Desmoplakin	3.16136e+07
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	1.61944e+07
P15941	MUC1_HUMAN	MUC1	Mucin-1	3.74598e+07
P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	4.15678e+06
P16070	CD44_HUMAN	CD44	CD44 antigen	1.05589e+08
P16112	PGCA_HUMAN	ACAN	Aggrecan core protein	1.83464e+06
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	3.54472e+07
P16150	LEUK_HUMAN	SPN	Leukosialin	1.57263e+07
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	3.0153e+08
P16157	ANK1_HUMAN	ANK1	Ankyrin-1	1.03968e+07
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	5.86352e+07
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	7.43891e+06
P16233	LIPP_HUMAN	PNLIP	Pancreatic triacylglycerol lipase	5.32715e+08
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1.91964e+07
P16284	PECA1_HUMAN	PECAM1	Platelet endothelial cell adhesion molecule	1.43551e+07
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	6.95906e+06
P16401	H15_HUMAN	H1-5	Histone H1.5	3.66747e+08
P16403	H12_HUMAN	H1-2	Histone H1.2	1.65606e+09
P16422	EPCAM_HUMAN	EPCAM	Epithelial cell adhesion molecule	2.29792e+07
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	8.75574e+07
P16444	DPEP1_HUMAN	DPEP1	Dipeptidase 1	7.16037e+06
P16452	EPB42_HUMAN	EPB42	Protein 4.2	6.15535e+06
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	7.66497e+07
P16870	CBPE_HUMAN	CPE	Carboxypeptidase E	7.21449e+06
P16885	PLCG2_HUMAN	PLCG2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	1.03796e+07
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	3.21863e+07
P16949	STMN1_HUMAN	STMN1	Stathmin	3.13582e+07
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	4.51021e+07
P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22	2.18404e+07
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	3.53109e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	4.5735e+07
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	5.98705e+07
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	1.09831e+07
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	2.22724e+07
P17302	CXA1_HUMAN	GJA1	Gap junction alpha-1 protein	5.63703e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	1.70265e+07
P17538	CTRB1_HUMAN	CTRB1	Chymotrypsinogen B	7.32522e+08
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	8.0524e+07
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	4.44084e+07
P17661	DESM_HUMAN	DES	Desmin	3.73439e+09
P17677	NEUM_HUMAN	GAP43	Neuromodulin	6.31489e+06
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	8.99285e+06
P17813	EGLN_HUMAN	ENG	Endoglin	2.11154e+06
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	4.79024e+07
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	8.28617e+07
P17931	LEG3_HUMAN	LGALS3	Galectin-3	3.6265e+08
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	4.81808e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	1.14715e+08
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	4.08153e+07
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	2.34997e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	1.54311e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	2.25186e+08
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	3.65568e+08
P18206	VINC_HUMAN	VCL	Vinculin	4.12191e+08
P18283	GPX2_HUMAN	GPX2	Glutathione peroxidase 2	1.68041e+07
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	1.58386e+07
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	7.17348e+06
P18583	SON_HUMAN	SON	Protein SON	2.53314e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	5.08475e+06
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	1.43971e+08
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	2.37336e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	2.27394e+07
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	4.5741e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	4.77303e+06
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	1.42743e+07
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	7.7142e+06
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	4.59004e+06
P19338	NUCL_HUMAN	NCL	Nucleolin	2.02377e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	6.92654e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	7.00567e+06
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1.14175e+07
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	7.36268e+07
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	1.46276e+07
P19623	SPEE_HUMAN	SRM	Spermidine synthase	3.67951e+07
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	1.29016e+08
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.76114e+07
P19801	AOC1_HUMAN	AOC1	Amiloride-sensitive amine oxidase [copper-containing]	2.14807e+07
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	2.34042e+08
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	2.7376e+08
P19835	CEL_HUMAN	CEL	Bile salt-activated lipase	3.57695e+08
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	3.45823e+07
P19961	AMY2B_HUMAN	AMY2B	Alpha-amylase 2B	2.96339e+07
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	8.57523e+07
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1.58391e+07
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	4.08933e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	5.57032e+07
P20160	CAP7_HUMAN	AZU1	Azurocidin	1.94337e+07
P20231;Q15661	TRYB1_HUMAN;TRYB2_HUMAN	TPSAB1;TPSB2	Tryptase beta-2	1.28564e+08
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	4.09705e+07
P20292	AL5AP_HUMAN	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	4.87461e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	1.93229e+07
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	6.55765e+06
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5.9241e+07
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	1.8097e+07
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	1.06917e+07
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	1.02439e+08
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	2.96849e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	1.54593e+08
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.94335e+08
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	9.93255e+06
P20702	ITAX_HUMAN	ITGAX	Integrin alpha-X	1.55531e+06
P20711	DDC_HUMAN	DDC	Aromatic-L-amino-acid decarboxylase	5.6226e+06
P20774	MIME_HUMAN	OGN	Mimecan	3.02608e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	3.23238e+07
P20815	CP3A5_HUMAN	CYP3A5	Cytochrome P450 3A5	4.48477e+06
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	2.43664e+08
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	5.59703e+07
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	2.3428e+06
P20962	PTMS_HUMAN	PTMS	Parathymosin	3.67613e+07
P21127;Q9UQ88	CD11A_HUMAN;CD11B_HUMAN	CDK11A;CDK11B	Cyclin-dependent kinase 11B	4.40461e+06
P21217;P51993;Q11128	FUT3_HUMAN;FUT5_HUMAN;FUT6_HUMAN	FUT3;FUT5;FUT6	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3	1.10483e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	1.06217e+08
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	6.80565e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	1.29486e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	1.18037e+09
P21333	FLNA_HUMAN	FLNA	Filamin-A	1.47062e+09
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	1.00524e+08
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	8.10718e+07
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	2.01157e+07
P21695	GPDA_HUMAN	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	4.72096e+07
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	1.05731e+08
P21810	PGS1_HUMAN	BGN	Biglycan	3.47656e+08
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	4.81065e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	3.59493e+07
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	3.30076e+08
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	1.49119e+07
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	2.17393e+07
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	3.7282e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	2.64153e+08
P22090	RS4Y1_HUMAN	RPS4Y1	Small ribosomal subunit protein eS4, Y isoform 1	5.46707e+06
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	3.28754e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	5.96943e+07
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	3.22046e+07
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	2.97701e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	2.68489e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	1.11517e+08
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	1.5195e+08
P22413	ENPP1_HUMAN	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	4.35127e+06
