Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-6.mzML
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	6.20914e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	1.49748e+08
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	2.29948e+07
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	1.2064e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	2.98249e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	1.70497e+08
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	2.00059e+08
P18206	VINC_HUMAN	VCL	Vinculin	1.10443e+09
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	1.23365e+07
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	5.58229e+06
P18564	ITB6_HUMAN	ITGB6	Integrin beta-6	2.43805e+08
P18583	SON_HUMAN	SON	Protein SON	2.40527e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	8.07093e+06
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	7.16884e+07
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	2.67202e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	1.49946e+07
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	1.92456e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	5.15257e+06
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	1.36521e+07
P19338	NUCL_HUMAN	NCL	Nucleolin	1.8249e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	5.1222e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	1.01989e+07
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	5.83144e+06
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	3.90955e+07
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	7.75229e+07
P19484	TFEB_HUMAN	TFEB	Transcription factor EB	4.01601e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	1.28826e+07
P19623	SPEE_HUMAN	SRM	Spermidine synthase	1.05016e+07
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	5.12179e+07
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.83009e+07
P19793;P28702;P48443	RXRA_HUMAN;RXRB_HUMAN;RXRG_HUMAN	RXRA;RXRB;RXRG	Retinoic acid receptor RXR-alpha	1.96703e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	1.56945e+08
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	1.1479e+08
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	1.62577e+07
P19878	NCF2_HUMAN	NCF2	Neutrophil cytosol factor 2	2.62816e+07
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	3.95859e+07
P20036	DPA1_HUMAN	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain	8.04317e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	3.71814e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	5.04659e+07
P20231;Q15661	TRYB1_HUMAN;TRYB2_HUMAN	TPSAB1;TPSB2	Tryptase beta-2	4.57748e+07
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	3.30892e+07
P20292	AL5AP_HUMAN	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	3.17104e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	1.61381e+07
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	9.18669e+07
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5.47994e+07
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	5.1568e+06
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	1.83987e+06
P20594	ANPRB_HUMAN	NPR2	Atrial natriuretic peptide receptor 2	2.91138e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	7.49466e+07
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	1.24185e+07
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	6.32598e+07
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.36973e+08
P20702	ITAX_HUMAN	ITGAX	Integrin alpha-X	4.0637e+07
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	2.35428e+06
P20774	MIME_HUMAN	OGN	Mimecan	2.33002e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	4.98349e+06
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	2.40496e+08
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	3.62593e+06
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	5.19066e+06
P20962	PTMS_HUMAN	PTMS	Parathymosin	6.37026e+07
P21127;Q9UQ88	CD11A_HUMAN;CD11B_HUMAN	CDK11A;CDK11B	Cyclin-dependent kinase 11B	6.27203e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	8.14352e+07
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	5.72087e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	6.07088e+06
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	1.30953e+09
P21333	FLNA_HUMAN	FLNA	Filamin-A	3.64522e+09
P21359	NF1_HUMAN	NF1	Neurofibromin	1.33856e+07
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	8.4146e+06
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	3.33614e+07
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	2.05548e+07
P21757	MSRE_HUMAN	MSR1	Macrophage scavenger receptor types I and II	1.60531e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	1.04592e+08
P21810	PGS1_HUMAN	BGN	Biglycan	3.12496e+08
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1.92923e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	3.88502e+07
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	1.81314e+08
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	9.45996e+06
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	2.15127e+07
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	3.84921e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	3.94996e+07
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	2.61602e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	8.58991e+06
P22223	CADH3_HUMAN	CDH3	Cadherin-3	1.49099e+07
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	2.13564e+07
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	1.02595e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	2.77364e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	3.09371e+07
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	9.10203e+07
P22413	ENPP1_HUMAN	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	4.52187e+07
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	7.87384e+06
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	6.54227e+08
P22670;P48378;P48380	RFX1_HUMAN;RFX2_HUMAN;RFX3_HUMAN	RFX1;RFX2;RFX3	MHC class II regulatory factor RFX1	744255
P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	4.40024e+06
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	4.40506e+06
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	6.5611e+07
P22792	CPN2_HUMAN	CPN2	Carboxypeptidase N subunit 2	1.63141e+07
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	7.3387e+06
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	2.18496e+07
P23083	HV102_HUMAN	IGHV1-2	Immunoglobulin heavy variable 1-2	1.05026e+07
P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1	6.92504e+07
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	9.47399e+07
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	1.18936e+07
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	6.6819e+06
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	1.18858e+08
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	2.13766e+07
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	4.28277e+08
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	2.66315e+07
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	3.74694e+07
P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3	1.32932e+08
P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1	4.93583e+06
P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	2.42621e+06
P23469	PTPRE_HUMAN	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	2.78156e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	1.2215e+07
P23508	CRCM_HUMAN	MCC	Colorectal mutant cancer protein	3.19384e+06
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	6.83086e+07
P23528	COF1_HUMAN	CFL1	Cofilin-1	5.26124e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	1.96226e+07
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	4.28136e+07
P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	5.3184e+06
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	1.12457e+07
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	1.84034e+08
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	7.04358e+06
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	1.32485e+07
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	661288
P24347	MMP11_HUMAN	MMP11	Stromelysin-3	5.79799e+06
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	2.18703e+06
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	8.85995e+07
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	8.83198e+07
P24557	THAS_HUMAN	TBXAS1	Thromboxane-A synthase	8.51281e+06
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	5.4926e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	4.58108e+07
P24821	TENA_HUMAN	TNC	Tenascin	1.65875e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	3.8365e+09
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	4.24271e+07
P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	4.66892e+06
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	5.8861e+06
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	1.73568e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	1.44589e+07
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	1.08322e+07
P25391	LAMA1_HUMAN	LAMA1	Laminin subunit alpha-1	6.20423e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	5.95412e+07
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	3.15838e+06
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	1.51389e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	6.17777e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	4.26957e+08
P25774	CATS_HUMAN	CTSS	Cathepsin S	2.55749e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	7.0096e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	2.28243e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	4.86511e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	5.96423e+07
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	4.03308e+07
P26038	MOES_HUMAN	MSN	Moesin	3.39706e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	3.46722e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	1.55089e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	4.95755e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	2.48312e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	2.15458e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	5.60653e+07
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	7.35972e+06
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	1.90668e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	6.23025e+07
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	5.01898e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	3.48591e+08
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.52947e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1.25456e+08
P26927;Q2TV78	HGFL_HUMAN;MST1L_HUMAN	MST1;MST1L	Hepatocyte growth factor-like protein	6.98507e+06
P27105	STOM_HUMAN	STOM	Stomatin	1.50312e+08
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.13026e+07
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	3.06961e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	3.27816e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	3.63142e+07
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	1.96323e+07
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	9.67097e+07
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	1.58258e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	6.12252e+07
P27708	PYR1_HUMAN	CAD	CAD protein	1.29962e+07
P27797	CALR_HUMAN	CALR	Calreticulin	2.50257e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	2.91457e+07
P27824	CALX_HUMAN	CANX	Calnexin	1.75236e+08
P27986	P85A_HUMAN	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha	7.32345e+06
P27987	IP3KB_HUMAN	ITPKB	Inositol-trisphosphate 3-kinase B	1.63151e+07
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	2.249e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	1.70204e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	6.79297e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	3.22459e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	6.32143e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	4.27815e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	1.73052e+07
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	6.0782e+06
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	3.58215e+07
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	4.33569e+07
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	1.2177e+07
P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1	5.39434e+06
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	8.92498e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	2.47901e+06
P28827	PTPRM_HUMAN	PTPRM	Receptor-type tyrosine-protein phosphatase mu	2.78736e+06
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	6.77539e+07
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	3.55265e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	2.30778e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	1.19459e+07
P29279	CCN2_HUMAN	CCN2	CCN family member 2	1.03924e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	1.07902e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	5.20971e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	1.29754e+07
P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2	3.55784e+08
P29401	TKT_HUMAN	TKT	Transketolase	9.21866e+07
P29466	CASP1_HUMAN	CASP1	Caspase-1	1.57623e+07
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	3.07149e+08
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	1.4779e+07
P29590	PML_HUMAN	PML	Protein PML	4.24124e+07
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	1.75032e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	1.22737e+08
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	8.30978e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	4.84882e+07
P30039	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	8.02053e+06
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	3.24086e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	2.05309e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	1.52447e+08
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	6.93497e+07
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	3.49909e+07
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	1.65068e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	4.88592e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	1.16604e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	4.62977e+07
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	3.85157e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	1.28546e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	4.52423e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	1.48685e+08
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	1.23258e+06
P30273	FCERG_HUMAN	FCER1G	High affinity immunoglobulin epsilon receptor subunit gamma	6.59973e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	9.11089e+06
P30511	HLAF_HUMAN	HLA-F	HLA class I histocompatibility antigen, alpha chain F	2.75301e+06
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	1.56085e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	5.18866e+06
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	2.51151e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	1.50644e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	1.30698e+07
P30626	SORCN_HUMAN	SRI	Sorcin	7.61582e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	3.71798e+07
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	1.55106e+07
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	2.69785e+07
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	2.42404e+07
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	5.9531e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	7.80904e+07
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	3.30932e+07
P31260	HXA10_HUMAN	HOXA10	Homeobox protein Hox-A10	2.05099e+06
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	8.86667e+06
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	4.84392e+07
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	8.55235e+06
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	5.57203e+07
P31749	AKT1_HUMAN	AKT1	RAC-alpha serine/threonine-protein kinase	2.03648e+07
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	2.98831e+06
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4.29305e+07
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	3.16967e+07
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	7.63899e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	1.14296e+08
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	1.87018e+08
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	2.35133e+08
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1.1219e+08
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	3.208e+07
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	1.31469e+08
P32121	ARRB2_HUMAN	ARRB2	Beta-arrestin-2	3.3295e+06
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	6.86167e+06
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	3.84096e+07
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	3.34335e+07
P32856	STX2_HUMAN	STX2	Syntaxin-2	435435
P32969	RL9_HUMAN	RPL9	Large ribosomal subunit protein uL6	8.02924e+07
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	1.32295e+07
P33151	CADH5_HUMAN	CDH5	Cadherin-5	1.54094e+07
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	3.9364e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	2.01391e+07
P33241	LSP1_HUMAN	LSP1	Lymphocyte-specific protein 1	2.24557e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1.0009e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	3.40397e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	5.89952e+06
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	2.6578e+06
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	728142
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	1.62059e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	3.45807e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	4.03468e+07
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	2.82586e+08
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	4.67586e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	3.96451e+06
P35080	PROF2_HUMAN	PFN2	Profilin-2	5.58916e+07
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	1.42556e+08
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	4.40022e+07
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	1.59216e+08
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	6.25924e+07
P35240	MERL_HUMAN	NF2	Merlin	4.87177e+06
P35241	RADI_HUMAN	RDX	Radixin	1.88136e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	1.71006e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	5.91888e+06
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	4.23718e+06
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	1.12564e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	4.09712e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	1.4289e+07
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	2.49611e+07
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	5.55548e+06
P35475	IDUA_HUMAN	IDUA	Alpha-L-iduronidase	5.24707e+06
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	4.96632e+08
P35542	SAA4_HUMAN	SAA4	Serum amyloid A-4 protein	1.83e+07
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	4.81658e+07
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	5.20746e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	1.11014e+09
P35580	MYH10_HUMAN	MYH10	Myosin-10	1.18206e+08
